best_case_blimp_equal	12012928.640000982
worst_case_blimp_equal	12012928.640000982
best_case_blimp_not_equal	12012928.640000982
worst_case_blimp_not_equal	12012928.640000982
best_case_ambit_equal	601462.080000008
worst_case_ambit_equal	601462.080000008
best_case_ambit_et_equal	30903.20000000002
worst_case_ambit_et_equal	1951636.8000002455
best_case_ambit_not_equal	602823.0400000083
worst_case_ambit_not_equal	602823.0400000083
best_case_ambit_et_not_equal	32264.160000000014
worst_case_ambit_et_not_equal	1952997.7600002459
best_case_blimp_v_equal	178754.87999999634
worst_case_blimp_v_equal	178754.87999999634
best_case_blimp_v_et_equal	3561.9199999999987
worst_case_blimp_v_et_equal	201794.8799999962
best_case_blimp_v_not_equal	179291.35999999632
worst_case_blimp_v_not_equal	179291.35999999632
best_case_blimp_v_et_not_equal	4098.399999999998
worst_case_blimp_v_et_not_equal	202331.35999999617
